person_id,model,scaffold,seed,raw_score,theta_d1_mean,theta_d1_sd,theta_d2_mean,theta_d2_sd,theta_d3_mean,theta_d3_sd,theta_d4_mean,theta_d4_sd
claude-haiku-4-5|baseline|run1,claude-haiku-4-5,baseline,run1,0.7142857142857143,0.07378310710191727,0.4635234773159027,0.5244823694229126,0.4575498700141907,0.11072388291358948,0.3849945366382599,0.3207045793533325,0.20865362882614136
claude-haiku-4-5|baseline|run2,claude-haiku-4-5,baseline,run2,0.6857142857142857,0.7434948682785034,0.5357698202133179,0.9170420169830322,0.5262134075164795,-0.014449863694608212,0.42237499356269836,-0.08873971551656723,0.23341473937034607
claude-haiku-4-5|baseline|run3,claude-haiku-4-5,baseline,run3,0.7428571428571429,1.479986310005188,0.5491513013839722,0.4003424346446991,0.4963648319244385,-0.14095886051654816,0.4319840967655182,0.06461431831121445,0.22869040071964264
claude-haiku-4-5|baseline|run4,claude-haiku-4-5,baseline,run4,0.6285714285714286,-0.35283607244491577,0.44896942377090454,0.6749262809753418,0.4441176652908325,-0.390524297952652,0.36504143476486206,0.7518232464790344,0.2315319925546646
claude-haiku-4-5|baseline|run5,claude-haiku-4-5,baseline,run5,0.6857142857142857,0.3790888786315918,0.5040907859802246,1.0341154336929321,0.5014275908470154,-0.3788391947746277,0.4223887622356415,0.5271369218826294,0.22707924246788025
claude-haiku-4-5|careful|run1,claude-haiku-4-5,careful,run1,0.7142857142857143,1.0286293029785156,0.5262501239776611,-0.31021204590797424,0.4731867015361786,-0.42814862728118896,0.41005682945251465,0.5550105571746826,0.24605537950992584
claude-haiku-4-5|careful|run2,claude-haiku-4-5,careful,run2,0.6571428571428571,0.5872132182121277,0.500214695930481,0.8512900471687317,0.4973980188369751,0.07450894266366959,0.4125520884990692,0.45451441407203674,0.22115880250930786
claude-haiku-4-5|careful|run3,claude-haiku-4-5,careful,run3,0.6857142857142857,-0.4631340205669403,0.4359583854675293,0.36578819155693054,0.4393446743488312,-0.0241338349878788,0.35609400272369385,0.3045384883880615,0.20372074842453003
claude-haiku-4-5|careful|run4,claude-haiku-4-5,careful,run4,0.7428571428571429,0.9614853262901306,0.5233001708984375,-0.20166930556297302,0.4728666841983795,-0.25531673431396484,0.3997842073440552,0.24085605144500732,0.22360040247440338
claude-haiku-4-5|careful|run5,claude-haiku-4-5,careful,run5,0.6857142857142857,1.0640795230865479,0.5412874817848206,0.2183723896741867,0.4709104299545288,-0.22404919564723969,0.4231734573841095,0.4453572630882263,0.23154166340827942
claude-haiku-4-5|careless|run1,claude-haiku-4-5,careless,run1,0.5428571428571428,0.7678240537643433,0.5200231075286865,1.1781493425369263,0.5173342227935791,-0.4486198127269745,0.4367401897907257,1.1110297441482544,0.2852516174316406
claude-haiku-4-5|careless|run2,claude-haiku-4-5,careless,run2,0.5142857142857142,0.7397504448890686,0.5309219360351562,1.6982625722885132,0.5701519846916199,-0.6644201278686523,0.4528469443321228,1.252037525177002,0.29898586869239807
claude-haiku-4-5|careless|run3,claude-haiku-4-5,careless,run3,0.5428571428571428,0.6435743570327759,0.5256065130233765,1.2247982025146484,0.5169612169265747,-0.3839033246040344,0.4341152608394623,0.8328951597213745,0.2586093246936798
claude-haiku-4-5|careless|run4,claude-haiku-4-5,careless,run4,0.5714285714285714,0.5280736684799194,0.5151613354682922,1.0504133701324463,0.4947032630443573,-0.7261543869972229,0.43151015043258667,1.05599844455719,0.2799503207206726
claude-haiku-4-5|careless|run5,claude-haiku-4-5,careless,run5,0.6,0.5576331615447998,0.5026060342788696,0.809708833694458,0.4896394908428192,0.022768253460526466,0.40957313776016235,0.564052164554596,0.22806932032108307
claude-haiku-4-5|cautious_scientist|run1,claude-haiku-4-5,cautious_scientist,run1,0.7714285714285715,0.1907753050327301,0.5354179739952087,-0.4506315588951111,0.5038232803344727,-0.9801144599914551,0.4205620288848877,0.03853593394160271,0.22213388979434967
claude-haiku-4-5|cautious_scientist|run2,claude-haiku-4-5,cautious_scientist,run2,0.7428571428571429,0.29864370822906494,0.5277499556541443,-0.7170699238777161,0.5024567246437073,-1.0737601518630981,0.41863545775413513,0.45002084970474243,0.2364623248577118
claude-haiku-4-5|cautious_scientist|run3,claude-haiku-4-5,cautious_scientist,run3,0.7428571428571429,1.0287576913833618,0.5733216404914856,-1.1897109746932983,0.556804895401001,-1.698209524154663,0.4696175158023834,0.473066121339798,0.2695083022117615
claude-haiku-4-5|cautious_scientist|run4,claude-haiku-4-5,cautious_scientist,run4,0.7142857142857143,-0.6762005686759949,0.4994484782218933,-0.7094646096229553,0.4941178262233734,-1.4660592079162598,0.43481874465942383,0.39442944526672363,0.22717168927192688
claude-haiku-4-5|cautious_scientist|run5,claude-haiku-4-5,cautious_scientist,run5,0.6285714285714286,0.5992252230644226,0.5116592645645142,-1.0233136415481567,0.5058411359786987,-0.8497359752655029,0.41009849309921265,0.9798004627227783,0.2724367678165436
claude-haiku-4-5|contrarian|run1,claude-haiku-4-5,contrarian,run1,0.7142857142857143,-0.5107551217079163,0.47398653626441956,-1.3656071424484253,0.506496787071228,-0.4696066081523895,0.399575412273407,0.41032347083091736,0.22372551262378693
claude-haiku-4-5|contrarian|run2,claude-haiku-4-5,contrarian,run2,0.6571428571428571,-0.21234199404716492,0.47392019629478455,-0.006665368098765612,0.45221561193466187,-0.8211248517036438,0.3901231288909912,0.6171594858169556,0.23337872326374054
claude-haiku-4-5|contrarian|run3,claude-haiku-4-5,contrarian,run3,0.6571428571428571,0.6477217078208923,0.49237820506095886,-0.9907987117767334,0.4842076301574707,-0.14590401947498322,0.39052221179008484,0.5825863480567932,0.23483993113040924
claude-haiku-4-5|contrarian|run4,claude-haiku-4-5,contrarian,run4,0.7714285714285715,0.04465131461620331,0.48552390933036804,-0.7817174792289734,0.4709310233592987,-0.49539148807525635,0.4005674123764038,0.38385796546936035,0.21969179809093475
claude-haiku-4-5|contrarian|run5,claude-haiku-4-5,contrarian,run5,0.6571428571428571,0.11660398542881012,0.5265624523162842,0.5281650424003601,0.4586374759674072,-1.4089356660842896,0.43438756465911865,0.5466148257255554,0.2415274977684021
claude-haiku-4-5|cot|run1,claude-haiku-4-5,cot,run1,0.7428571428571429,0.7477667927742004,0.5343528985977173,0.3777664601802826,0.45746320486068726,-0.9040759801864624,0.4188658595085144,0.3439536988735199,0.22676947712898254
claude-haiku-4-5|cot|run2,claude-haiku-4-5,cot,run2,0.7142857142857143,1.1637070178985596,0.5352281332015991,0.5090000033378601,0.48809894919395447,8.22410365799442e-05,0.42419397830963135,0.19949336349964142,0.22166870534420013
claude-haiku-4-5|cot|run3,claude-haiku-4-5,cot,run3,0.7142857142857143,0.5570447444915771,0.5025058388710022,1.1934419870376587,0.5201413631439209,-0.07513130456209183,0.4302296042442322,0.2480442374944687,0.2244483381509781
claude-haiku-4-5|cot|run4,claude-haiku-4-5,cot,run4,0.6857142857142857,-0.17568328976631165,0.4448799788951874,0.2505438029766083,0.43459856510162354,0.373845636844635,0.35836926102638245,0.3397890627384186,0.20024995505809784
claude-haiku-4-5|cot|run5,claude-haiku-4-5,cot,run5,0.6285714285714286,0.8158010244369507,0.5304778814315796,0.8119806051254272,0.49117815494537354,-0.3704485595226288,0.43314412236213684,0.7053500413894653,0.24913831055164337
claude-haiku-4-5|elementary_student|run1,claude-haiku-4-5,elementary_student,run1,0.45714285714285713,-0.4044835865497589,0.4710182845592499,0.6006370782852173,0.5169704556465149,0.7255715727806091,0.41085588932037354,1.3424445390701294,0.27565255761146545
claude-haiku-4-5|elementary_student|run2,claude-haiku-4-5,elementary_student,run2,0.45714285714285713,-0.2653467059135437,0.4810044467449188,0.2931973338127136,0.527509868144989,1.8532825708389282,0.4539520740509033,1.0551327466964722,0.2348763793706894
claude-haiku-4-5|elementary_student|run3,claude-haiku-4-5,elementary_student,run3,0.37142857142857144,0.11700720340013504,0.5171984434127808,0.7076552510261536,0.5653885006904602,1.3867179155349731,0.4701007306575775,1.6971538066864014,0.31543976068496704
claude-haiku-4-5|elementary_student|run4,claude-haiku-4-5,elementary_student,run4,0.42857142857142855,0.8840887546539307,0.48931190371513367,0.8682345747947693,0.5374235510826111,0.8890498280525208,0.41252920031547546,1.4477702379226685,0.28796476125717163
