person_id,model,scaffold,seed,raw_score,theta_d1_mean,theta_d1_sd,theta_d2_mean,theta_d2_sd,theta_d3_mean,theta_d3_sd,theta_d4_mean,theta_d4_sd
claude-haiku-4-5|baseline|run1,claude-haiku-4-5,baseline,run1,0.30666666666666664,2.1242306232452393,0.45874708890914917,0.6026294231414795,0.34788134694099426,0.022542273625731468,0.3747919201850891,0.2841945290565491,0.2704247236251831
claude-haiku-4-5|baseline|run2,claude-haiku-4-5,baseline,run2,0.30666666666666664,2.119459629058838,0.4605422616004944,0.598522424697876,0.35909783840179443,0.018008237704634666,0.36652761697769165,0.28296712040901184,0.265577107667923
claude-haiku-4-5|baseline|run3,claude-haiku-4-5,baseline,run3,0.30666666666666664,2.123018741607666,0.46413180232048035,0.5945190191268921,0.35354483127593994,0.0037270309403538704,0.36877793073654175,0.2898648977279663,0.26165133714675903
claude-haiku-4-5|baseline|run4,claude-haiku-4-5,baseline,run4,0.30666666666666664,2.121328115463257,0.45891931653022766,0.5944490432739258,0.3477881848812103,0.012170513160526752,0.3672257959842682,0.28662800788879395,0.2693362832069397
claude-haiku-4-5|baseline|run5,claude-haiku-4-5,baseline,run5,0.30666666666666664,2.129438638687134,0.4624897539615631,0.598783552646637,0.35531556606292725,0.01945655420422554,0.3747277557849884,0.28407278656959534,0.2613128423690796
claude-haiku-4-5|careful|run1,claude-haiku-4-5,careful,run1,0.30666666666666664,2.1304895877838135,0.4608437120914459,0.592529833316803,0.3481825292110443,0.01625426858663559,0.3665779232978821,0.2871529757976532,0.2676502764225006
claude-haiku-4-5|careful|run2,claude-haiku-4-5,careful,run2,0.30666666666666664,2.1191532611846924,0.46169793605804443,0.6052104234695435,0.3578481674194336,0.022930141538381577,0.37038588523864746,0.2866435647010803,0.26309654116630554
claude-haiku-4-5|careful|run3,claude-haiku-4-5,careful,run3,0.28,1.8981685638427734,0.42837393283843994,0.5047599673271179,0.304654598236084,0.1223844438791275,0.3513200581073761,0.7777771949768066,0.22796297073364258
claude-haiku-4-5|careful|run4,claude-haiku-4-5,careful,run4,0.28,2.1006603240966797,0.48810237646102905,0.18010002374649048,0.27811649441719055,0.3881440758705139,0.34719157218933105,0.5721892714500427,0.23892934620380402
claude-haiku-4-5|careful|run5,claude-haiku-4-5,careful,run5,0.30666666666666664,2.119940757751465,0.46626564860343933,0.6058527231216431,0.3564297556877136,0.01516783144325018,0.3701017200946808,0.29291263222694397,0.26349908113479614
claude-haiku-4-5|careless|run1,claude-haiku-4-5,careless,run1,0.37333333333333335,0.9609627723693848,0.23290924727916718,0.5660535097122192,0.2824659049510956,-0.43835222721099854,0.2826957702636719,-0.30801287293434143,0.17009049654006958
claude-haiku-4-5|careless|run2,claude-haiku-4-5,careless,run2,0.38666666666666666,0.6946630477905273,0.23580355942249298,0.6783528327941895,0.29307347536087036,-0.783275306224823,0.29806220531463623,-0.23874443769454956,0.1671503633260727
claude-haiku-4-5|careless|run3,claude-haiku-4-5,careless,run3,0.38666666666666666,0.8533696532249451,0.24728445708751678,0.29474183917045593,0.23755042254924774,-0.533643901348114,0.28804662823677063,-0.11498486995697021,0.1692546159029007
claude-haiku-4-5|careless|run4,claude-haiku-4-5,careless,run4,0.37333333333333335,0.708023190498352,0.25079846382141113,0.738524854183197,0.2955634891986847,-0.9357777833938599,0.3147979974746704,-0.09712084382772446,0.17675310373306274
claude-haiku-4-5|careless|run5,claude-haiku-4-5,careless,run5,0.37333333333333335,1.22991943359375,0.2835983335971832,0.5897931456565857,0.30245476961135864,-0.6607222557067871,0.31970447301864624,-0.20701941847801208,0.1894516497850418
claude-haiku-4-5|cautious_scientist|run1,claude-haiku-4-5,cautious_scientist,run1,0.13333333333333333,0.30068105459213257,0.27961593866348267,1.0649476051330566,0.3088131844997406,0.07920338213443756,0.30977141857147217,1.9339051246643066,0.2536264955997467
claude-haiku-4-5|cautious_scientist|run2,claude-haiku-4-5,cautious_scientist,run2,0.12,0.22560250759124756,0.2768341898918152,0.9475245475769043,0.29794663190841675,0.0659935474395752,0.30812644958496094,2.0063014030456543,0.26684287190437317
claude-haiku-4-5|cautious_scientist|run3,claude-haiku-4-5,cautious_scientist,run3,0.12,0.6150170564651489,0.2886808514595032,1.0597401857376099,0.3058397173881531,0.5096262693405151,0.3167913854122162,2.0009255409240723,0.2475561797618866
claude-haiku-4-5|cautious_scientist|run4,claude-haiku-4-5,cautious_scientist,run4,0.12,0.22658376395702362,0.2700195908546448,0.9481977820396423,0.2936016619205475,0.06596660614013672,0.310442715883255,2.0110666751861572,0.26533380150794983
claude-haiku-4-5|cautious_scientist|run5,claude-haiku-4-5,cautious_scientist,run5,0.12,0.6124985218048096,0.2920409142971039,1.0558693408966064,0.31112465262413025,0.5142216086387634,0.31778356432914734,2.003962516784668,0.24984122812747955
claude-haiku-4-5|contrarian|run1,claude-haiku-4-5,contrarian,run1,0.08,-0.19644711911678314,0.2638862431049347,0.7871689200401306,0.2933124601840973,0.36177805066108704,0.3090757131576538,2.1681301593780518,0.3137248754501343
claude-haiku-4-5|contrarian|run2,claude-haiku-4-5,contrarian,run2,0.08,-0.008945664390921593,0.2695907652378082,0.6615329384803772,0.27924150228500366,0.2757985591888428,0.3091783821582794,2.4101784229278564,0.3660110533237457
claude-haiku-4-5|contrarian|run3,claude-haiku-4-5,contrarian,run3,0.09333333333333334,0.030507640913128853,0.2666046619415283,0.7102899551391602,0.2840217053890228,0.27077141404151917,0.3084791898727417,2.1834890842437744,0.3141523003578186
claude-haiku-4-5|contrarian|run4,claude-haiku-4-5,contrarian,run4,0.05333333333333334,-0.044849347323179245,0.27339085936546326,0.5332911014556885,0.249238058924675,0.35105958580970764,0.3195914030075073,2.7793595790863037,0.42545685172080994
claude-haiku-4-5|contrarian|run5,claude-haiku-4-5,contrarian,run5,0.06666666666666667,-0.24016417562961578,0.27005627751350403,0.7400926351547241,0.28636014461517334,0.36565062403678894,0.3228820264339447,2.3924190998077393,0.3511265516281128
claude-haiku-4-5|cot|run1,claude-haiku-4-5,cot,run1,0.30666666666666664,2.1207504272460938,0.45759451389312744,0.5945747494697571,0.34836846590042114,0.01794111542403698,0.3701111376285553,0.28837519884109497,0.25724291801452637
claude-haiku-4-5|cot|run2,claude-haiku-4-5,cot,run2,0.30666666666666664,2.1269290447235107,0.4588046073913574,0.6043499708175659,0.3524862825870514,0.017954427748918533,0.36348047852516174,0.28906646370887756,0.259905070066452
claude-haiku-4-5|cot|run3,claude-haiku-4-5,cot,run3,0.28,2.0961849689483643,0.4719661772251129,0.17175321280956268,0.2746313214302063,0.38515740633010864,0.3592042922973633,0.563948929309845,0.24228857457637787
claude-haiku-4-5|cot|run4,claude-haiku-4-5,cot,run4,0.28,2.0849196910858154,0.4869215488433838,0.17371903359889984,0.2721903920173645,0.3854883313179016,0.34740111231803894,0.563689112663269,0.23917023837566376
claude-haiku-4-5|cot|run5,claude-haiku-4-5,cot,run5,0.29333333333333333,2.063150405883789,0.47883495688438416,0.33935651183128357,0.30550825595855713,0.2066819816827774,0.36186373233795166,0.4919281303882599,0.24660074710845947
