step,loss
0,14121.88671875
1,14074.185546875
2,13935.220703125
3,13641.5849609375
4,13506.09375
5,13505.314453125
6,13263.154296875
7,13098.171875
8,12938.01953125
9,12827.22265625
10,12672.92578125
11,12652.7431640625
12,12413.021484375
13,12226.8720703125
14,12061.8369140625
15,11952.212890625
16,11854.64453125
17,11757.9794921875
18,11562.6083984375
19,11691.3125
20,11406.4873046875
21,11207.2568359375
22,11088.3076171875
23,11064.509765625
24,11105.1904296875
25,10849.2021484375
26,10666.4228515625
27,10664.263671875
28,10545.17578125
29,10533.61328125
30,10271.64453125
31,10206.71875
32,10192.1865234375
33,10143.4013671875
34,10001.85546875
35,9952.939453125
36,9810.9658203125
37,9728.4208984375
38,9716.6953125
39,9583.587890625
40,9483.701171875
41,9385.8134765625
42,9390.7607421875
43,9228.4140625
44,9119.927734375
45,8993.5380859375
46,9003.140625
47,8890.80859375
48,8828.5517578125
49,8731.609375
50,8702.3056640625
51,8633.541015625
52,8539.4609375
53,8476.7333984375
54,8374.037109375
55,8420.1103515625
56,8333.2568359375
57,8304.6748046875
58,8269.51171875
59,8229.4873046875
60,8109.55810546875
61,8062.3974609375
62,7870.60205078125
63,7944.31298828125
64,7778.75439453125
65,7883.05224609375
66,7833.0908203125
67,7687.20361328125
68,7652.31298828125
69,7648.396484375
70,7629.3837890625
71,7552.5498046875
72,7513.623046875
73,7483.078125
74,7355.1787109375
75,7365.08251953125
76,7306.61376953125
77,7278.5732421875
78,7138.734375
79,7170.5830078125
80,7065.9775390625
81,7012.0888671875
82,7067.3720703125
83,6971.46923828125
84,6959.8505859375
85,6886.9716796875
86,6812.8994140625
87,6845.70703125
88,6756.73828125
89,6713.48193359375
90,6652.5185546875
91,6574.48681640625
92,6580.30712890625
93,6541.89892578125
94,6426.6025390625
95,6411.701171875
96,6364.63671875
97,6354.083984375
98,6242.982421875
99,6364.30419921875
100,6215.0859375
101,6223.27099609375
102,6124.68408203125
103,6182.58154296875
104,6108.61572265625
105,6104.50341796875
106,6043.0712890625
107,6041.98193359375
108,5940.6279296875
109,5851.09423828125
110,5853.43212890625
111,5817.89892578125
112,5842.1279296875
113,5821.71240234375
114,5767.71875
115,5757.42138671875
116,5678.51171875
117,5658.666015625
118,5576.5439453125
119,5569.96484375
120,5578.48779296875
121,5501.03125
122,5479.2119140625
123,5493.357421875
124,5413.2314453125
125,5418.8603515625
126,5423.66796875
127,5356.4287109375
128,5296.74365234375
129,5249.65087890625
130,5251.1787109375
131,5233.0966796875
132,5212.72998046875
133,5035.728515625
134,5120.15625
135,5140.9892578125
136,5006.82421875
137,4980.6533203125
138,5004.755859375
139,5040.8037109375
140,4903.27734375
141,4912.267578125
142,4848.89013671875
143,4871.30322265625
144,4786.2216796875
145,4810.9970703125
146,4757.705078125
147,4782.49755859375
148,4774.87548828125
149,4692.66552734375
150,4666.57470703125
151,4571.9052734375
152,4612.064453125
153,4599.24609375
154,4542.0078125
155,4560.3017578125
156,4510.302734375
157,4473.59814453125
158,4458.05615234375
159,4506.13134765625
160,4470.287109375
161,4432.59912109375
162,4294.07275390625
163,4373.0087890625
164,4318.5263671875
165,4288.8916015625
166,4240.7216796875
167,4243.52490234375
168,4162.7236328125
169,4269.6708984375
170,4196.79296875
171,4186.47265625
172,4128.44775390625
173,4069.049072265625
174,4074.973388671875
175,4052.8955078125
176,4009.955078125
177,4077.8095703125
178,4046.009033203125
179,4032.1865234375
180,4003.994384765625
181,3978.47509765625
182,3947.7734375
183,3915.818115234375
184,3954.16796875
185,3894.443603515625
186,3902.3671875
187,3879.999267578125
188,3870.18701171875
189,3820.19921875
190,3758.3046875
191,3813.064453125
192,3818.4404296875
193,3744.78662109375
194,3759.0322265625
195,3730.411865234375
196,3725.5830078125
197,3702.65234375
198,3622.293701171875
199,3646.302734375
200,3600.69189453125
201,3649.0
202,3620.679931640625
203,3643.4541015625
204,3571.9453125
205,3514.329833984375
206,3565.7119140625
207,3563.875
208,3509.404541015625
209,3510.81396484375
210,3503.833984375
211,3490.58251953125
212,3397.7880859375
213,3509.272705078125
214,3402.1484375
215,3441.50537109375
216,3375.73583984375
217,3339.51513671875
218,3386.348876953125
219,3369.126953125
220,3376.035400390625
221,3324.89697265625
222,3326.495849609375
223,3369.306396484375
224,3333.77783203125
225,3276.22900390625
226,3280.172119140625
227,3279.000732421875
228,3254.40673828125
229,3274.72216796875
230,3222.188720703125
231,3188.699951171875
232,3207.849853515625
233,3212.1416015625
234,3201.4814453125
235,3225.583984375
236,3169.410400390625
237,3183.691162109375
238,3198.308349609375
239,3116.98828125
240,3160.373046875
241,3162.3828125
242,3136.423583984375
243,3122.2158203125
244,3133.817626953125
245,3073.490234375
